bios,bluetooth,link,name,network,processor,system,usb,video,wireless
Lenovo N40ET27W (1.09 ),Intel Corp. 8087:0032  (8087:0032),https://ubuntu.com/certified/202107-29278/20.04%20LTS,Lenovo ThinkPad L15 Gen 1 AMD,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,,"Intel Corp. Tiger Lake-H USB 3.2 Gen 2x1 xHCI Host Controller  (8086:43ed),Intel Corp. Tiger Lake-H Thunderbolt 4 USB Controller  (8086:9a17),Intel Corp. Tiger Lake-H Thunderbolt 4 NHI #0  (8086:9a1f),Intel Corp. Tiger Lake-H Thunderbolt 4 NHI #1  (8086:9a21)","nVidia TU117GLM [T1200 Laptop GPU]  (10de:1fbc),Intel Corp. TigerLake-H GT1 [UHD Graphics]  (8086:9a60)",Intel Corp. Wi-Fi 6 AX210/AX211/AX411 160MHz  (8086:2725)
Lenovo N40ET27W (1.09 ),Intel Corp. 8087:0032  (8087:0032),https://ubuntu.com/certified/202107-29281/20.04%20LTS,Lenovo ThinkPad L15 Gen 1 AMD,,Intel Corp. 11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,,"Intel Corp. Tiger Lake-H USB 3.2 Gen 2x1 xHCI Host Controller  (8086:43ed),Intel Corp. Tiger Lake-H Thunderbolt 4 USB Controller  (8086:9a17),Intel Corp. Tiger Lake-H Thunderbolt 4 NHI #0  (8086:9a1f),Intel Corp. Tiger Lake-H Thunderbolt 4 NHI #1  (8086:9a21)","nVidia GA104GLM [RTX A5000 Mobile]  (10de:24b6),Intel Corp. TigerLake-H GT1 [UHD Graphics]  (8086:9a60)",Intel Corp. Wi-Fi 6 AX210/AX211/AX411 160MHz  (8086:2725)
Lenovo N30ET29W (1.12 ),Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202008-28199/20.04%20LTS,Lenovo ThinkPad L15 Gen 1 AMD,Intel Corp. Ethernet Connection (11) I219-LM  (8086:0d4c),Intel Corp. Intel(R) Core(TM) i5-10400H CPU @ 2.60GHz,Lenovo 20STZ5FQUS,"Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU117GLM [Quadro T1000 Mobile]  (10de:1fb9),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
Lenovo N2VET22W (1.07 ),Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202009-28226/20.04%20LTS,Lenovo ThinkPad L14 Gen2,Lenovo Lenovo USB-C to LAN  (17ef:720c),Intel Corp. Intel(R) Xeon(R) W-10855M CPU @ 2.80GHz,Lenovo 20TJZ5HPUS,"Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU117GLM [Quadro T2000 Mobile / Max-Q]  (10de:1fb8),Intel Corp. 8086:9bf6  (8086:9bf6)",Intel Corp. Wireless AX201  (8086:06f0)
Lenovo N40ET27W (1.09 ),Intel Corp. 8087:0032  (8087:0032),https://ubuntu.com/certified/202107-29280/20.04%20LTS,HP ZBook Studio G7,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,,"Intel Corp. Tiger Lake-H USB 3.2 Gen 2x1 xHCI Host Controller  (8086:43ed),Intel Corp. Tiger Lake-H Thunderbolt 4 USB Controller  (8086:9a17),Intel Corp. Tiger Lake-H Thunderbolt 4 NHI #0  (8086:9a1f),Intel Corp. Tiger Lake-H Thunderbolt 4 NHI #1  (8086:9a21)","nVidia GA104GLM [RTX A4000 Mobile]  (10de:24b7),Intel Corp. TigerLake-H GT1 [UHD Graphics]  (8086:9a60)",Intel Corp. Wi-Fi 6 AX210/AX211/AX411 160MHz  (8086:2725)
Lenovo N40ET27W (1.09 ),Intel Corp. 8087:0032  (8087:0032),https://ubuntu.com/certified/202107-29279/20.04%20LTS,HP ZBook Studio G7,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,,"Intel Corp. Tiger Lake-H USB 3.2 Gen 2x1 xHCI Host Controller  (8086:43ed),Intel Corp. Tiger Lake-H Thunderbolt 4 USB Controller  (8086:9a17),Intel Corp. Tiger Lake-H Thunderbolt 4 NHI #0  (8086:9a1f),Intel Corp. Tiger Lake-H Thunderbolt 4 NHI #1  (8086:9a21)",Intel Corp. TigerLake-H GT1 [UHD Graphics]  (8086:9a60),Intel Corp. Wi-Fi 6 AX210/AX211/AX411 160MHz  (8086:2725)
Lenovo R19ET36W (1.20 ),Foxconn / Hon Hai 0489:e0cd  (0489:e0cd),https://ubuntu.com/certified/202105-29106/20.04%20LTS,HP ZBook Studio G7,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)","Advanced Micro Devices, Inc. AMD Ryzen 5 PRO 4650U with Radeon Graphics",,"Advanced Micro Devices [AMD] Renoir USB 3.1  (1022:1639),Realtek Semiconductor Co., Ltd. RTL811x EHCI host controller  (10ec:816d)","Advanced Micro Devices, Inc. [AMD/ATI] Renoir  (1002:1636)",Mediatek Inc. MT7921 802.11ax PCI Express Wireless Network Adapter  (14c3:7961)
Lenovo R1KET33W (1.18 ),Foxconn / Hon Hai 0489:e0cd  (0489:e0cd),https://ubuntu.com/certified/202106-29165/20.04%20LTS,HP ZBook Studio G7,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)","Advanced Micro Devices, Inc. AMD Ryzen 5 PRO 5650U with Radeon Graphics",,"Advanced Micro Devices [AMD] Renoir USB 3.1  (1022:1639),Renesas Technology Corp. uPD720202 USB 3.0 Host Controller  (1912:0015)","Advanced Micro Devices, Inc. [AMD/ATI] Cezanne  (1002:1638)",Mediatek Inc. MT7921 802.11ax PCI Express Wireless Network Adapter  (14c3:7961)
Lenovo N40ET27W (1.09 ),Intel Corp. 8087:0032  (8087:0032),https://ubuntu.com/certified/202107-29294/20.04%20LTS,HP ZBook Studio 15.6 Inch G8 Mobile Workstation PC,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,,"Intel Corp. Tiger Lake-H USB 3.2 Gen 2x1 xHCI Host Controller  (8086:43ed),Intel Corp. Tiger Lake-H Thunderbolt 4 USB Controller  (8086:9a17),Intel Corp. Tiger Lake-H Thunderbolt 4 NHI #0  (8086:9a1f),Intel Corp. Tiger Lake-H Thunderbolt 4 NHI #1  (8086:9a21)","nVidia GA104M [GeForce RTX 3070 Mobile / Max-Q]  (10de:249d),Intel Corp. TigerLake-H GT1 [UHD Graphics]  (8086:9a60)",Intel Corp. Wi-Fi 6 AX210/AX211/AX411 160MHz  (8086:2725)
Lenovo R1JET47W (1.47 ),Intel Corp. 8087:0032  (8087:0032),https://ubuntu.com/certified/202103-28877/20.04%20LTS,Lenovo E41-55,Intel Corp. Ethernet Connection (13) I219-V  (8086:15fc),Intel Corp. 11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)","nVidia TU117M [GeForce MX450]  (10de:1f9c),Intel Corp. UHD Graphics  (8086:9a49)",Intel Corp. Wi-Fi 6 AX210/AX211/AX411 160MHz  (8086:2725)
Lenovo N40ET26W (1.08 ),Intel Corp. 8087:0032  (8087:0032),https://ubuntu.com/certified/202107-29277/20.04%20LTS,Lenovo E41-55,,Intel Corp. 11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,,"Intel Corp. Tiger Lake-H USB 3.2 Gen 2x1 xHCI Host Controller  (8086:43ed),Intel Corp. Tiger Lake-H Thunderbolt 4 USB Controller  (8086:9a17),Intel Corp. Tiger Lake-H Thunderbolt 4 NHI #0  (8086:9a1f),Intel Corp. Tiger Lake-H Thunderbolt 4 NHI #1  (8086:9a21)","nVidia GA104M [GeForce RTX 3080 Mobile / Max-Q 8GB/16GB]  (10de:249c),Intel Corp. TigerLake-H GT1 [UHD Graphics]  (8086:9a60)",Intel Corp. Wi-Fi 6 AX210/AX211/AX411 160MHz  (8086:2725)
Lenovo F8CN16WW(V0.16),Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202008-28154/20.04%20LTS,HP ZBook Studio G7,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Lenovo 20VE,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)","nVidia TU117M [GeForce MX450]  (10de:1f97),Intel Corp. UHD Graphics  (8086:9a49)",Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
Lenovo R1FET31W (1.05 ),Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202011-28408/20.04%20LTS,HP ZBook Studio G7,Intel Corp. Ethernet Connection (13) I219-V  (8086:15fc),Intel Corp. 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,Lenovo 20VJZ8S3US,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #1  (8086:9a1d),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. UHD Graphics  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP S91 Ver. 01.01.03,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202005-27934/20.04%20LTS,HP ZBook Studio G7,,Intel Corp. Intel(R) Core(TM) i7-10850H CPU @ 2.70GHz,HP HP ZBook Studio G7,"nVidia TU106 USB 3.1 Host Controller  (10de:1ada),Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU106GLM [Quadro RTX 3000 Mobile / Max-Q]  (10de:1f36),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
Lenovo N2VET22W (1.07 ),Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202009-28224/20.04%20LTS,HP ZBook Studio G7,Lenovo Lenovo USB-C to LAN  (17ef:720c),Intel Corp. Intel(R) Core(TM) i9-10885H CPU @ 2.40GHz,Lenovo 20TJZ5HEUS,"Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)",Intel Corp. UHD Graphics  (8086:9bc4),Intel Corp. Wireless AX201  (8086:06f0)
Lenovo G2CN05WW(V0.06.T03),Intel Corp. Bluetooth 9460/9560 Jefferson Peak (JfP)  (8087:0aaa),https://ubuntu.com/certified/202011-28353/20.04%20LTS,HP ZBook Studio G7,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,Lenovo 82HW,Intel Corp. Ice Lake-LP USB 3.1 xHCI Host Controller  (8086:34ed),Intel Corp. Iris Plus Graphics G1 (Ice Lake)  (8086:8a56),Intel Corp. Killer Wi-Fi 6 AX1650i 160MHz Wireless Network Adapter (201NGW)  (8086:34f0)
HP S91 Ver. 01.01.03,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202007-28059/20.04%20LTS,HP ZBook Studio 15 G7 Mobile Workstation,,Intel Corp. Intel(R) Core(TM) i9-10885H CPU @ 2.40GHz,HP HP ZBook Studio G7,"Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU117GLM [Quadro T2000 Mobile / Max-Q]  (10de:1fb8),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
HP S91 Ver. 01.01.03,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202005-27932/20.04%20LTS,HP ZBook Studio 15 G7 Mobile Workstation,,Intel Corp. Intel(R) Core(TM) i9-10880H CPU @ 2.30GHz,HP HP ZBook Studio G7,"Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU117GLM [Quadro T1000 Mobile]  (10de:1fb9),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
Lenovo R1JET38W (1.38 ),Intel Corp. AX200 Bluetooth  (8087:0029),https://ubuntu.com/certified/202103-28879/20.04%20LTS,HP ZBook Fury 17 G7 Mobile Workstation (Quadro T1000),Intel Corp. Ethernet Connection (13) I219-V  (8086:15fc),Intel Corp. 11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)","nVidia TU117M [GeForce MX450]  (10de:1f9c),Intel Corp. UHD Graphics  (8086:9a49)",Intel Corp. Wi-Fi 6 AX200  (8086:2723)
Lenovo N2VET22W (1.07 ),Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202009-28225/20.04%20LTS,HP ZBook Fury 17 G7 Mobile Workstation (Quadro T1000),Lenovo Lenovo USB-C to LAN  (17ef:720c),Intel Corp. Intel(R) Core(TM) i7-10850H CPU @ 2.70GHz,Lenovo 20TJZ5HGUS,"Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU117GLM [Quadro T1000 Mobile]  (10de:1fb9),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
HP T92 Ver. 01.01.08,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202104-28965/20.04%20LTS,HP ZBook Fury 17 G7 Mobile Workstation (Quadro RTX 4000),,Intel Corp. 11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,,"Intel Corp. Tiger Lake-H USB 3.2 Gen 2x1 xHCI Host Controller  (8086:43ed),Intel Corp. Tiger Lake-H Thunderbolt 4 USB Controller  (8086:9a17),Intel Corp. Tiger Lake-H Thunderbolt 4 NHI #0  (8086:9a1f)",Intel Corp. TigerLake-H GT1 [UHD Graphics]  (8086:9a60),Intel Corp. Wi-Fi 6 AX201  (8086:43f0)
HP S91 Ver. 01.01.03,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202005-27933/20.04%20LTS,HP ZBook Fury 15 G7 Mobile Workstation (Quadro T2000),,Intel Corp. Intel(R) Core(TM) i7-10850H CPU @ 2.70GHz,HP HP ZBook Studio G7,"nVidia TU104 USB 3.1 Host Controller  (10de:1ad8),Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU104GLM [Quadro RTX 4000 Mobile / Max-Q]  (10de:1eb6),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
HP S91 Ver. 01.03.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202009-28217/20.04%20LTS,HP ZBook Fury 15 G7 Mobile Workstation (Quadro T2000),"Realtek Semiconductor Co., Ltd. USB 10/100/1000 LAN  (0bda:8153)",Intel Corp. Intel(R) Core(TM) i9-10885H CPU @ 2.40GHz,,"nVidia TU104 USB 3.1 Host Controller  (10de:1ad8),Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU104M [GeForce RTX 2080 SUPER Mobile / Max-Q]  (10de:1e93),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
HP S91 Ver. 01.02.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202009-28218/20.04%20LTS,HP ZBook Fury 15 G7 Mobile Workstation (Quadro T2000 - Touchscreen),,Intel Corp. Intel(R) Core(TM) i9-10885H CPU @ 2.40GHz,,"nVidia TU104 USB 3.1 Host Controller  (10de:1ad8),Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)",nVidia TU104GLM [Quadro RTX 5000 Mobile / Max-Q]  (10de:1eb5),Intel Corp. Wireless AX201  (8086:06f0)
HP S92 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202012-28488/20.04%20LTS,HP ZBook Fury 15 G7 Mobile Workstation (Quadro T2000 - Touchscreen),Intel Corp. Ethernet Connection (10) I219-LM  (8086:0d4e),Intel Corp. Intel(R) Core(TM) i7-10850H CPU @ 2.70GHz,,"nVidia TU104 USB 3.1 Host Controller  (10de:1ad8),Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU104GLM [Quadro RTX 5000 Mobile / Max-Q]  (10de:1eb5),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
Lenovo FECN15WW(V1.00),Intel Corp. Wireless-AC 9260 Bluetooth Adapter  (8087:0025),https://ubuntu.com/certified/202009-28250/20.04%20LTS,HP ZBook Fury 15 G7 Mobile Workstation (Quadro T2000 - Touchscreen),"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)","Advanced Micro Devices, Inc. AMD Ryzen 3 3250U with Radeon Graphics",Lenovo 82FK,Advanced Micro Devices [AMD] Raven2 USB 3.1  (1022:15e5),"Advanced Micro Devices, Inc. [AMD/ATI] Picasso  (1002:15d8)",Intel Corp. Wireless-AC 9260  (8086:2526)
HP S92 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202012-28478/20.04%20LTS,HP ZBook Fury 15 G7 Mobile Workstation (Quadro RTX 5000),Intel Corp. Ethernet Connection (10) I219-LM  (8086:0d4e),Intel Corp. Intel(R) Core(TM) i5-10400H CPU @ 2.60GHz,,"Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU117GLM [Quadro T1000 Mobile]  (10de:1fb9),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
HP S92 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202012-28480/20.04%20LTS,HP ZBook Fury 15 G7 Mobile Workstation (Quadro RTX 5000),Intel Corp. Ethernet Connection (10) I219-LM  (8086:0d4e),Intel Corp. Intel(R) Core(TM) i9-10885H CPU @ 2.40GHz,,"nVidia TU104 USB 3.1 Host Controller  (10de:1ad8),Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU104GLM [Quadro RTX 4000 Mobile / Max-Q]  (10de:1eb6),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
HP S92 Ver. 01.04.01,,https://ubuntu.com/certified/202012-28484/20.04%20LTS,HP ZBook Fury 15 G7 Mobile Workstation (Quadro RTX 3000 - Webcam),Intel Corp. Ethernet Connection (10) I219-V  (8086:0d4f),Intel Corp. Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,,"Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)",Intel Corp. UHD Graphics  (8086:9bc4),
HP S92 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202012-28507/20.04%20LTS,HP ZBook Fury 15 G7 Mobile Workstation (Quadro RTX 3000 - Webcam),Intel Corp. Ethernet Connection (10) I219-LM  (8086:0d4e),Intel Corp. Intel(R) Core(TM) i5-10400H CPU @ 2.60GHz,,"Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU117GLM [Quadro T1000 Mobile]  (10de:1fb9),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
HP S92 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202012-28483/20.04%20LTS,HP ProBook 650 G8 Notebook PC (GeForce MX450),Intel Corp. Ethernet Connection (10) I219-V  (8086:0d4f),Intel Corp. Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,,"Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)",Intel Corp. UHD Graphics  (8086:9bc4),Intel Corp. Comet Lake PCH CNVi WiFi Wi-Fi 6 AX201 160MHz (8086:06f0)
HP S92 Ver. 01.04.01,,https://ubuntu.com/certified/202012-28482/20.04%20LTS,HP ProBook 650 G8 Notebook PC (GeForce MX450),Intel Corp. Ethernet Connection (10) I219-LM  (8086:0d4e),Intel Corp. Intel(R) Xeon(R) W-10885M CPU @ 2.40GHz,,"Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU117GLM [Quadro T2000 Mobile / Max-Q]  (10de:1fb8),Intel Corp. 8086:9bf6  (8086:9bf6)",
HP S92 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202012-28513/20.04%20LTS,HP ProBook 650 G8 Notebook PC (GeForce MX450),Intel Corp. Ethernet Connection (10) I219-V  (8086:0d4f),Intel Corp. Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,,"Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU117GLM [Quadro T2000 Mobile / Max-Q]  (10de:1fb8),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Comet Lake PCH CNVi WiFi Wi-Fi 6 AX201 160MHz (8086:06f0)
HP S91 Ver. 01.01.03,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202006-28000/20.04%20LTS,HP ProBook 640 G8 Notebook PC (Core i5-1145G7),,Intel Corp. Intel(R) Core(TM) i9-10880H CPU @ 2.30GHz,HP HP ZBook Create G7,"nVidia TU106 USB 3.1 Host Controller  (10de:1ada),Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU106M [GeForce RTX 2070 Mobile / Max-Q Refresh]  (10de:1f14),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
HP S92 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202012-28512/20.04%20LTS,HP ProBook 640 G8 Notebook PC (Core i5-1145G7),Intel Corp. Ethernet Connection (10) I219-LM  (8086:0d4e),Intel Corp. Intel(R) Core(TM) i9-10885H CPU @ 2.40GHz,,"Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU117GLM [Quadro T2000 Mobile / Max-Q]  (10de:1fb8),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
HP S92 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202012-28511/20.04%20LTS,HP ProBook 630 G8 Notebook PC (Core i7-1165G7),Intel Corp. Ethernet Connection (10) I219-LM  (8086:0d4e),Intel Corp. Intel(R) Core(TM) i9-10885H CPU @ 2.40GHz,,"nVidia TU106 USB 3.1 Host Controller  (10de:1ada),Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU106GLM [Quadro RTX 3000 Mobile / Max-Q]  (10de:1f36),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
HP S92 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202012-28479/20.04%20LTS,HP ProBook 630 G8 Notebook PC (Core i7-1165G7),Intel Corp. Ethernet Connection (10) I219-LM  (8086:0d4e),Intel Corp. Intel(R) Xeon(R) W-10885M CPU @ 2.40GHz,,"nVidia TU106 USB 3.1 Host Controller  (10de:1ada),Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU106GLM [Quadro RTX 3000 Mobile / Max-Q]  (10de:1f36),Intel Corp. 8086:9bf6  (8086:9bf6)",Intel Corp. Wireless AX201  (8086:06f0)
HP S92 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202012-28509/20.04%20LTS,HP ProBook 630 G8 Notebook PC (Core i7-1165G7),Intel Corp. Ethernet Connection (10) I219-LM  (8086:0d4e),Intel Corp. Intel(R) Core(TM) i7-10850H CPU @ 2.70GHz,,"nVidia TU104 USB 3.1 Host Controller  (10de:1ad8),Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU104GLM [Quadro RTX 5000 Mobile / Max-Q]  (10de:1eb5),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
